config,source_article,logical_fallacies
edu,"Dave: For five generations, the men in our family went to Stanford and became doctors, while the women got married and raised children.  Therefore, it is my duty to become a doctor.
Kaitlin: Do you want to become a doctor?
Dave: It doesn’t matter -- it is our family tradition.  Who am I to break it?
",fallacy of credibility
edu,"Mom: Watching TV that close will make you go blind, so move back!
Jonny: That is B.S., Mom. Sorry, I am not moving.
",false causality
edu,A driver with a New York license plate cuts you off in traffic. You decide that all New York drivers are terrible drivers.,faulty generalization
edu,"The rooster crows always before the sun rises, therefore the crowing rooster causes the sun to rise.",false causality
edu,"If someone told you, ""Why should we be worrying about how the government treats Native people, when people in our city can't get a job?"" what logical fallacy are they using?",fallacy of relevance
edu,"""Of course I can read Spanish! Look, I just finished this book by Jorge Luis Borges!""
""You lie! Borges isn't Spanish. He's from Argentina.""",equivocation
edu,"The new vice president has never gone to public school, so he can never connect to the middle and lower class.",ad hominem
edu,Distracting and dangerous mobile devices should be banned from use in vehicles.,circular reasoning
edu,"This technique uses the logic: Everyone else is doing it, you should too!",ad populum
edu,"David: We have way too much police presence in this city.
Pete: What are you going to do about it?
David: Vandalize, loot, and perhaps a little arson.
",false causality
edu,That song is stupid because I don't know that musician.,fallacy of relevance
edu,"""You'll make the right decision because you have something that not many people do: you have heart.""?",appeal to emotion
edu,"Student: Hey, Professor Moore, we shouldn't have to read this book by Freud. Everyone knows he used cocaine.",ad hominem
edu,Give me liberty or give me death,fallacy of credibility
edu,"""A dog would be a great addition to our family. Think about how wonderful it would be to come home to a happy, excited, loving dog?"" This is an example of which persuasive technique?",appeal to emotion
edu,Only fools are out in public right now. Careful people are staying home.,ad hominem
edu,"Since Dwayne Johnson (aka The Rock) endorsed this protein powder, it must work wonders.",fallacy of credibility
edu,"Since Lucy Sutton became vice president of the parent-teacher association, student performance has declined and teacher morale is down. We on the school board believe that Sutton bears sole responsibility for the downtrend.",false causality
edu,"Salesguy: You should definitely buy this car.  You look so good in it -- you look at least ten years younger behind that wheel.
Tamera: I’ll take it!
",appeal to emotion
edu,"""Schools should provide nutritious lunches to students.""
""So schools should take money away from technology and necessary supplies in the classroom?""",fallacy of extension
edu,"President Jones raised taxes, and then the rate of violent crime went up. Jones is responsible for the rise in crime.",false causality
edu,"If you don't drive a car, you hate the Earth.",fallacy of extension
edu,"Michael Jackson, Kurt Cobain, and Jimi Hendrix were rock stars who died young. Therefore, if you become a rock star, don’t expect to live a long life.",false causality
edu," 
The presence of police at protests cause an escalation of violence. It was the case that at the protest last night attended by uniformed police, there was an escalation of violence. Therefore, police should not be at protests.",false causality
edu,"“Either you love me, or you hate me.”",false dilemma
edu,I have several female friends and every one of them loves country music. All females love country music.,faulty generalization
edu,People who learn from their mistakes don't repeat them.,faulty generalization
edu,"Mother: It’s bedtime Jane

Jane: Mom, how do ants feed their babies?

Mother: Don’t know dear, close your eyes now.

Jane: But mama, do ant babies cry when they’re hungry?",fallacy of relevance
edu,"ghosts must exist, because nobody has been able to prove that they don't is an example of",intentional
edu,"We've got to stop them from banning pornography. Once they start banning one form of literature, they will never stop. Next thing you know, they will be burning all the books!",faulty generalization
edu,America: Love it or leave it,false dilemma
edu,"Ms. Drayer, the smartest person in the universe, says the debate is the best class, therefore it is.",fallacy of credibility
edu,War on drugs instills fear to criminals so it can stop the crimes in the Philippines.,faulty generalization
edu,"Fewer tourists were recorded to have entered the country. This datum was gathered after Karapatan exposed the human rights violations happening here; therefore, Karapatan's expose was the reason for the low tourist turn out.",false causality
edu,"""I started exercising twice a week, and I just got a babysitting job. Exercising leads to new jobs!""",false causality
edu,"Bats are mammals. Bats can fly. Pigs are also mammals, therefore pigs can fly.",fallacy of logic
edu,"Animal experimentation reduces our respect for life. If we don't respect life, we are likely to be more and more tolerant of violent acts like war and murder. Soon our society will become a battlefield in which everyone constantly fears for their lives. It will be the end of civilization.",faulty generalization
edu,Confession is good for the soul.,faulty generalization
