config,source_article,logical_fallacies
edu,"Falsely requiring an opponent to “disprove” instead
of you “proving” your argument",intentional
edu,"Joe and Sam are at the race track betting on horses. Joe: ""You see that horse over there? He lost his last four races. I'm going to bet on him.""
Sam: ""Why? I think he will probably lose.""
Joe: ""No way, Sam. I looked up the horse's stats and he has won half his races in the past two years. Since he has lost three of his last four races, he'll have to win this race. So I'm betting the farm on him.""
Sam: ""Are you sure?""
Joe: ""Of course I'm sure. That pony is due, man...he's due!""",false causality
edu,"If Hunter was human, he would be mortal. Hunter is mortal. Therefore, Hunter is a human.",fallacy of logic
edu,we should not build bike lanes because cyclists run red lights,fallacy of extension
edu,"If we let this child bring the permission slip late, there is no reason to ever set a deadline for anything again!",faulty generalization
edu,"If you don’t expose your child to germs, he will never get sick. Therefore, he will never build up his immune system to fight illness. He will grow up to be a sickly adult.",faulty generalization
edu,"Donald Trump Jr. Tweeted:
If I had a bowl of skittles and I told you just three would kill you. Would you take a handful? That's our Syrian refugee problem.
",faulty generalization
edu,No one should believe our dear lady Senator who have had an adulterous relationship.,ad hominem
edu,"For want of a nail the shoe was lost.
For want of a shoe the horse was lost.
For want of a horse the rider was lost.
For want of a rider the battle was lost.
For want of a battle the kingdom was lost.
And all for the want of a nail.
“For Want of a Nail,” medieval proverb",faulty generalization
edu,We believe on what we believe in.,intentional
edu,"I should receive an 'A' in this class. After all, if I don't get an 'A' I won't get the fellowship that I want.",appeal to emotion
edu,"Every time my brother Bill accompanies me to Fenway Park, the Red Sox are sure to lose",false causality
edu,"Maria has been working at her current job for more than 30 years at the same wage. She desperately wants a raise so she approaches her boss to ask for one. She says, ""You are one of the kindest people I know. You are smart and good-looking and I really love your shoes.""",appeal to emotion
edu,I asked six of my friends what they thought of the new spending restraints and they agreed it is a good idea. The new restraints are therefore generally popular.,faulty generalization
edu,There's no point listening to your opinion on school lunches. Everybody knows you cheat on your math tests.,ad hominem
edu,OJ Simpson couldn't have murdered his wife. He's in the Pro Football Hall of Fame. He's famous!,fallacy of relevance
edu,"""Every time I forget my lunch bag, school ends early"" is an example of",false causality
edu,"In our psychology department, half of the faculty believe that the new assistant professor shows serious problems in the area of ethics. The other half believe that the new faculty member shows no problems in the area of ethics. Obviously the new professor shows mild to moderate problems in the area of ethics.",fallacy of relevance
edu,"Daughter: Mom, I want that doll!
Mom: Let's get home and I'll get you a popsicle!
Daughter: Ooh, popsicle!",fallacy of relevance
edu,Why are you criticizing the Anti-Terror Law? Are you a terrorist?,fallacy of extension
edu,"Your friend says, ""You can't prove that space aliens don't exist, so they must be real."" This is an example of which logical fallacy?",intentional
edu,"NASA: Yes, we really did successfully land men on the moon.
TinFoilHatGuy1969: Yeah, right. And Elvis is really dead.",intentional
edu,"My father smoked four packs of cigarettes a day since age fourteen and lived until age sixty-nine.  Therefore, smoking really can’t be that bad for you.",faulty generalization
edu,"Mr. Casal got sick last week, so it was likely due to the students.",circular reasoning
edu,Almost everyone at my school will be at the party Friday night. It must be the right thing to do.,ad populum
edu,"Only a selfish, non-caring person would believe that this is ok.",ad hominem
edu,"In paragraph 43, Rodriguez accuses the middle-class ethnics of being guilty of which of the following logical fallacies?",faulty generalization
edu,"“But, Dad, I know you had no curfew when you were my age, so how can you give me a curfew?”",ad hominem
edu,"During class, Alex whispers to Jeff, ""More than 80% of university professors are voting against the Republicans. Clearly, it's the only intelligent vote to make.""",ad populum
edu,"Growing up, many children are told to eat their dinner or else they would never grow big and tall. What fallacy is this?",false dilemma
edu,"Everyone seems to support the changes in the vacation policy, and if everyone likes them, they must be
good.",ad populum
edu,"If someone told you, ""Kyra doesn't know anything about science because she likes weird music,"" what logical fallacy are they using?",ad hominem
edu,"Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. Therefore, it's reasonable to conclude that chocolate helps keep your weight down.",false causality
